value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
70,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",11320
410,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",11420
140,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",11319
180,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",11519
110,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",11619
4300,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",41320
170,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",41420
1500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",41319
770,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",41519
3400,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",41619
390,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",51320
900,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",51420
320,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",51319
990,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",51519
560,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",51619
19000,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",61320
3200,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",61420
14000,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",61319
12000,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",61519
18500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",61619
620,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",81320
310,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",81420
1500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",81319
1700,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",81519
1400,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",81619
10,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",91320
0,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",91420
90,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",91319
20,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",91519
10,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",91619
11500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",121320
19500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",121420
3900,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",121319
6000,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",121519
10000,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",121619
8500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",131320
3300,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",131420
2300,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",131319
8500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",131519
11000,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",131619
260,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",151320
0,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",151420
80,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",151319
0,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",151519
60,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",151619
5500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",161320
2400,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",161420
3700,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",161319
1100,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",161519
3300,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",161619
520,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",171320
190,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",171420
530,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",171319
100,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",171519
380,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",171619
210,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",181320
30,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",181420
150,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",181319
90,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",181519
370,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",181619
620,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",191320
440,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",191420
270,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",191319
250,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",191519
1600,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",191619
700,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",201320
270,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",201420
430,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",201319
310,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",201519
130,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",201619
140,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",211320
120,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",211420
70,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",211319
200,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",211519
110,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",211619
640,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",221320
650,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",221420
550,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",221319
910,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",221519
810,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",221619
60,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",231320
0,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",231420
10,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",231319
10,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",231519
100,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",231619
380,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",241320
0,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",241420
50,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",241319
50,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",241519
260,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",241619
150,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",251320
50,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",251420
50,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",251319
170,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",251519
410,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",251619
1400,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",261320
420,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",261420
3300,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",261319
1800,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",261519
2600,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",261619
6500,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",271320
870,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",271420
1900,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",271319
2400,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",271519
1300,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",271619
800,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",281320
260,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",281420
160,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",281319
610,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",281519
470,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",281619
160,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",291320
200,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",291420
340,TOTAL,COLONIES,"HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","LOSS, COLONY COLLAPSE DISORDER",291319
